Search term,Cost,Total conv. value,Conversions,Clicks,Impressions,Conv. value / cost,CTR,Avg. CPC,Avg. position,Cost / conv.,Conv. rate,View-through conv.
rg 59,0.81,0,0,2,92,0,0.02,0.4,0,0,0,0
rg 59,0.99,0,0,2,38,0,0.05,0.5,0,0,0,0
rg 59 and cat5 cable,0.32,0,0,2,4,0,0.5,0.16,0,0,0,0
rg 59 cable,0.95,0,0,3,69,0,0.04,0.32,0,0,0,0
rg 59 cable 1000 ft,0.27,0,0,1,2,0,0.5,0.27,0,0,0,0
rg 59 coax,2.2,0,0,5,90,0,0.06,0.44,0,0,0,0
rg 59 coax cable,0.48,0,0,1,9,0,0.11,0.48,0,0,0,0
rg 59 coax cable,0.21,0,0,1,2,0,0.5,0.21,0,0,0,0
rg 59 coaxial cable,0.5,0,0,1,4,0,0.25,0.5,0,0,0,0
rg 59 cost,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg 59 sheilded cable,0.47,0,0,1,1,0,1,0.47,0,0,0,0
rg 59 siamese patch cable,0.2,0,0,1,1,0,1,0.2,0,0,0,0
rg 6,1.79,0,0,6,390,0,0.02,0.3,0,0,0,0
rg 6 1000ft price,0.27,0,0,1,1,0,1,0.27,0,0,0,0
rg 6 500,0.91,0,0,2,7,0,0.29,0.46,0,0,0,0
rg 6 bulk cable,0.03,0,0,1,3,0,0.33,0.03,0,0,0,0
rg 6 bulk cable 95,0.56,0,0,2,1,0,2,0.28,0,0,0,0
rg 6 cable,0.5,0,0,1,11,0,0.09,0.5,0,0,0,0
rg 6 cable,0.94,0,0,2,29,0,0.07,0.47,0,0,0,0
rg 6 cable,3.82,0,0,8,417,0,0.02,0.48,0,0,0,0
rg 6 cable,9.11,0,0,29,1299,0,0.02,0.31,0,0,0,0
rg 6 cable 500 ft,0.51,0,0,1,1,0,1,0.51,0,0,0,0
rg 6 cable bulk,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
rg 6 cable for sale,0.55,0,0,1,1,0,1,0.55,0,0,0,0
rg 6 cable for sale,0.63,0,0,2,3,0,0.67,0.32,0,0,0,0
rg 6 cable roll,0.56,0,0,2,2,0,1,0.28,0,0,0,0
rg 6 cable with 60 braids,0.39,0,0,1,1,0,1,0.39,0,0,0,0
rg 6 cables,0.52,0,0,1,3,0,0.33,0.52,0,0,0,0
rg 6 coax,0.2,0,0,1,40,0,0.03,0.2,0,0,0,0
rg 6 coax cable,0.77,0,0,2,99,0,0.02,0.38,0,0,0,0
rg 6 coax cable,3.62,0,0,8,266,0,0.03,0.45,0,0,0,0
rg 6 coax cable spool,0.35,0,0,1,1,0,1,0.35,0,0,0,0
rg 6 coax spool,0.09,0,0,1,1,0,1,0.09,0,0,0,0
rg 6 coax with ground,0.37,0,0,1,1,0,1,0.37,0,0,0,0
rg 6 coaxial cable 1000 ft,0.28,0,0,1,1,0,1,0.28,0,0,0,0
rg 6 coaxial cable price,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
rg 6 coaxial cable with grounding wire,0.49,0,0,1,1,0,1,0.49,0,0,0,0
rg 6 coaxial cable with messenger,0.39,0,0,1,1,0,1,0.39,0,0,0,0
rg 6 cost,0.57,0,0,1,1,0,1,0.57,0,0,0,0
rg 6 cosx cable,0.2,0,0,1,1,0,1,0.2,0,0,0,0
rg 6 siamese,0.58,0,0,1,3,0,0.33,0.58,0,0,0,0
rg 6 spool,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
rg 6 wire,0.2,0,0,1,9,0,0.11,0.2,0,0,0,0
rg cable amazon bulk,0.8,0,0,2,1,0,2,0.4,0,0,0,0
rg six cable for sale,0.3,0,0,1,1,0,1,0.3,0,0,0,0
rg59,0.78,0,0,2,61,0,0.03,0.39,0,0,0,0
rg59,6.58,0,0,18,1926,0,0.01,0.37,0,0,0,0
rg59,0.49,0,0,1,14,0,0.07,0.49,0,0,0,0
rg59 1000,0.09,0,0,1,1,0,1,0.09,0,0,0,0
rg59 1000 ft,0.89,0,0,2,9,0,0.22,0.44,0,0,0,0
rg59 1000 ft video cable,0.32,0,0,1,1,0,1,0.32,0,0,0,0
rg59 1000ft,1.46,0,0,3,12,0,0.25,0.49,0,0,0,0
rg59 1000ft cables,0.41,0,0,1,1,0,1,0.41,0,0,0,0
rg59 500 ft,0.29,0,0,2,4,0,0.5,0.14,0,0,0,0
rg59 500 ft shielded,0.18,0,0,1,2,0,0.5,0.18,0,0,0,0
rg59 95 braid,0.81,0,0,2,3,0,0.67,0.4,0,0,0,0
rg59 bulk,0.51,0,0,1,1,0,1,0.51,0,0,0,0
rg59 buriable,0.34,0,0,1,1,0,1,0.34,0,0,0,0
rg59 burial cable,0.83,0,0,2,12,0,0.17,0.42,0,0,0,0
rg59 cable,2.35,0,0,5,841,0,0.01,0.47,0,0,0,0
rg59 cable,1.98,0,0,4,221,0,0.02,0.5,0,0,0,0
rg59 cable,14.15,0,0,36,3049,0,0.01,0.39,0,0,0,0
rg59 cable,2.58,0,0,7,348,0,0.02,0.37,0,0,0,0
rg59 cable 1000,0.46,0,0,1,3,0,0.33,0.46,0,0,0,0
rg59 cable 1000 feet,0.5,0,0,1,4,0,0.25,0.5,0,0,0,0
rg59 cable 1000 ft,1.81,49.24,1,6,20,27.2,0.3,0.3,0,1.81,0.17,0
rg59 cable 1000ft,0.47,0,0,1,2,0,0.5,0.47,0,0,0,0
rg59 cable 1000ft,0.67,0,0,3,4,0,0.75,0.22,0,0,0,0
rg59 cable 500 foot,0.46,0,0,1,1,0,1,0.46,0,0,0,0
rg59 cable 500 ft,0.92,0,0,3,15,0,0.2,0.31,0,0,0,0
rg59 cable 500ft $35,0.31,0,0,1,1,0,1,0.31,0,0,0,0
rg59 cable by the foot,0.48,0,0,1,4,0,0.25,0.48,0,0,0,0
rg59 cable for security cameras,0.45,0,0,1,1,0,1,0.45,0,0,0,0
rg59 cable price,0.45,0,0,1,11,0,0.09,0.45,0,0,0,0
rg59 cable roll,0.48,0,0,2,3,0,0.67,0.24,0,0,0,0
rg59 cable roll,0.9,0,0,2,1,0,2,0.45,0,0,0,0
rg59 cable spools,0.31,0,0,1,1,0,1,0.31,0,0,0,0
rg59 cat5,0.12,0,0,2,1,0,2,0.06,0,0,0,0
rg59 cctv cable,0.96,0,0,2,2,0,1,0.48,0,0,0,0
rg59 coax,0.14,0,0,1,43,0,0.02,0.14,0,0,0,0
rg59 coax,5.38,0,0,13,315,0,0.04,0.41,0,0,0,0
rg59 coax 500 feet,0.48,0,0,1,3,0,0.33,0.48,0,0,0,0
rg59 coax 500 foot,0.47,0,0,1,1,0,1,0.47,0,0,0,0
rg59 coax 500 ft,0.27,0,0,1,3,0,0.33,0.27,0,0,0,0
rg59 coax cable,3.16,0,0,8,161,0,0.05,0.4,0,0,0,0
rg59 coax cable,0.8,0,0,2,44,0,0.05,0.4,0,0,0,0
rg59 coax rol,0.41,0,0,1,1,0,1,0.41,0,0,0,0
rg59 coaxial,0.5,0,0,1,3,0,0.33,0.5,0,0,0,0
rg59 coaxial cable,3.76,0,0,9,257,0,0.04,0.42,0,0,0,0
rg59 coaxial cable,2.56,0,0,7,136,0,0.05,0.37,0,0,0,0
rg59 coaxial cable 1000ft,0.26,0,0,1,1,0,1,0.26,0,0,0,0
rg59 coaxial video wire cable,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
rg59 direct burial,1.33,40.78,1,3,19,30.66,0.16,0.44,0,1.33,0.33,0
rg59 direct burial 1000,0.31,0,0,1,1,0,1,0.31,0,0,0,0
rg59 direct burial cable,2.11,0,0,8,35,0,0.23,0.26,0,0,0,0
rg59 double shielded cable,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg59 security camera cable,0.94,0,0,2,9,0,0.22,0.47,0,0,0,0
rg59 siamese,0.9,0,0,2,31,0,0.06,0.45,0,0,0,0
rg59 siamese bnc cable,0.34,0,0,1,5,0,0.2,0.34,0,0,0,0
rg59 siamese cable,3.14,0,0,7,505,0,0.01,0.45,0,0,0,0
rg59 siamese cable,0.5,0,0,1,4,0,0.25,0.5,0,0,0,0
rg59 siamese cable 100ft,0.21,0,0,1,11,0,0.09,0.21,0,0,0,0
rg59 siamese patch cables,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
rg59 siamese security camera cable,0.47,0,0,1,1,0,1,0.47,0,0,0,0
rg59 video cable,0.98,0,0,2,3,0,0.67,0.49,0,0,0,0
rg59 video cable,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
rg59 wire,0.49,0,0,1,1,0,1,0.49,0,0,0,0
rg59u coax cable,0.5,0,0,1,9,0,0.11,0.5,0,0,0,0
rg6,14.61,0,0,51,2561,0,0.02,0.29,0,0,0,0
rg6,0.51,0,0,1,79,0,0.01,0.51,0,0,0,0
rg6 100 copper,0.3,0,0,1,2,0,0.5,0.3,0,0,0,0
rg6 1000 ft,0.39,0,0,1,1,0,1,0.39,0,0,0,0
rg6 1000 ft,0.98,0,0,3,28,0,0.11,0.33,0,0,0,0
rg6 1000 ft buy,0.37,0,0,1,1,0,1,0.37,0,0,0,0
rg6 1000 ft cable,1.09,0,0,3,14,0,0.21,0.36,0,0,0,0
rg6 1000ft,1.2,33.02,1,4,14,27.52,0.29,0.3,0,1.2,0.25,0
rg6 1000ft cable,0.23,0,0,1,1,0,1,0.23,0,0,0,0
rg6 1000ft shopping,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 500 ft,0.67,0,0,2,10,0,0.2,0.34,0,0,0,0
rg6 500ft,0.63,0,0,1,1,0,1,0.63,0,0,0,0
rg6 60,0.19,0,0,1,2,0,0.5,0.19,0,0,0,0
rg6 60 braid 1000 feet,0.5,0,0,1,1,0,1,0.5,0,0,0,0
rg6 60 cabble,0.49,0,0,1,1,0,1,0.49,0,0,0,0
rg6 95,0.55,0,0,1,3,0,0.33,0.55,0,0,0,0
rg6 95 braid,0.71,0,0,2,8,0,0.25,0.36,0,0,0,0
rg6 95 braid,0.9,0,0,2,3,0,0.67,0.45,0,0,0,0
rg6 95 copper braid,1.28,0,0,3,10,0,0.3,0.43,0,0,0,0
rg6 aerial cable,1.36,0,0,3,7,0,0.43,0.45,0,0,0,0
rg6 antenna cable,0.25,0,0,1,13,0,0.08,0.25,0,0,0,0
rg6 audio cable,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 bonding cable,0.01,0,0,1,3,0,0.33,0.01,0,0,0,0
rg6 braid,0.01,16.08,1,1,1,1608,1,0.01,0,0.01,1,0
rg6 braid,0.12,0,0,1,1,0,1,0.12,0,0,0,0
rg6 bulk,1.81,0,0,7,14,0,0.5,0.26,0,0,0,0
rg6 bulk cable,4.87,0,0,12,61,0,0.2,0.41,0,0,0,0
rg6 bulk cable,0.86,0,0,2,10,0,0.2,0.43,0,0,0,0
rg6 bulk cable,0.88,0,0,2,14,0,0.14,0.44,0,0,0,0
rg6 bulk cable 500,0.36,0,0,1,1,0,1,0.36,0,0,0,0
rg6 bulk coax cable,0.2,0,0,1,2,0,0.5,0.2,0,0,0,0
rg6 bulk coaxial cable,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
rg6 bulk solid copper,0.98,0,0,2,1,0,2,0.49,0,0,0,0
rg6 by the foot,0.27,0,0,1,3,0,0.33,0.27,0,0,0,0
rg6 cable,0.48,0,0,1,226,0,0,0.48,0,0,0,0
rg6 cable,1.92,0,0,6,195,0,0.03,0.32,0,0,0,0
rg6 cable,0.96,0,0,2,979,0,0,0.48,0,0,0,0
rg6 cable,2.71,0,0,6,1527,0,0,0.45,0,0,0,0
rg6 cable,137.97,47.98,2,446,18546,0.35,0.02,0.31,0,68.98,0,0
rg6 cable,22.72,0,0,55,7551,0,0.01,0.41,0,0,0,0
rg6 cable 1000,0.38,0,0,1,1,0,1,0.38,0,0,0,0
rg6 cable 1000,0.91,0,0,2,3,0,0.67,0.46,0,0,0,0
rg6 cable 1000 feet,2.73,0,0,7,61,0,0.11,0.39,0,0,0,0
rg6 cable 1000 feet,0.46,0,0,1,11,0,0.09,0.46,0,0,0,0
rg6 cable 1000 ft,0.28,0,0,2,9,0,0.22,0.14,0,0,0,0
rg6 cable 1000ft,0.33,0,0,1,3,0,0.33,0.33,0,0,0,0
rg6 cable 500,0.33,0,0,1,2,0,0.5,0.33,0,0,0,0
rg6 cable 500 ft,1.66,0,0,3,27,0,0.11,0.55,0,0,0,0
rg6 cable 500 price,1.72,0,0,4,6,0,0.67,0.43,0,0,0,0
rg6 cable 95 braid,0.46,0,0,1,1,0,1,0.46,0,0,0,0
rg6 cable black,0.24,0,0,1,2,0,0.5,0.24,0,0,0,0
rg6 cable bulk,2.69,0,0,10,29,0,0.34,0.27,0,0,0,0
rg6 cable bulk,0.76,0,0,2,4,0,0.5,0.38,0,0,0,0
rg6 cable burial,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 cable cost,0.12,0,0,1,3,0,0.33,0.12,0,0,0,0
rg6 cable for sale,1.77,0,0,4,40,0,0.1,0.44,0,0,0,0
rg6 cable how much,0.06,0,0,1,2,0,0.5,0.06,0,0,0,0
rg6 cable in bulk,0.64,0,0,1,1,0,1,0.64,0,0,0,0
rg6 cable parts,0.45,0,0,1,1,0,1,0.45,0,0,0,0
rg6 cable price,0.4,0,0,1,39,0,0.03,0.4,0,0,0,0
rg6 cable price,1.75,0,0,6,65,0,0.09,0.29,0,0,0,0
rg6 cable reel,0.28,0,0,3,20,0,0.15,0.09,0,0,0,0
rg6 cable roll,0.29,0,0,2,4,0,0.5,0.14,0,0,0,0
rg6 cable roll coaxial,0.34,0,0,1,1,0,1,0.34,0,0,0,0
rg6 cable rolls,0.22,0,0,2,2,0,1,0.11,0,0,0,0
rg6 cable sale,0.54,0,0,1,2,0,0.5,0.54,0,0,0,0
rg6 cable solid copper,0.5,0,0,1,3,0,0.33,0.5,0,0,0,0
rg6 cable spool,0.42,0,0,1,15,0,0.07,0.42,0,0,0,0
rg6 cable spool,0.98,0,0,3,16,0,0.19,0.33,0,0,0,0
rg6 cable spool cost,0.31,0,0,1,1,0,1,0.31,0,0,0,0
rg6 cable wire,0.28,0,0,1,6,0,0.17,0.28,0,0,0,0
rg6 cable wire price,0.46,0,0,1,3,0,0.33,0.46,0,0,0,0
rg6 cable with ground,1.12,0,0,2,2,0,1,0.56,0,0,0,0
rg6 cable with ground wire,0.29,0,0,1,10,0,0.1,0.29,0,0,0,0
rg6 cable with solid copper conductor,1.11,0,0,3,25,0,0.12,0.37,0,0,0,0
rg6 cabling charlotte nc,0.01,0,0,1,1,0,1,0.01,0,0,0,0
rg6 calbe,0.21,0,0,1,1,0,1,0.21,0,0,0,0
rg6 canle,0.21,0,0,1,2,0,0.5,0.21,0,0,0,0
rg6 cat5 for sale,0.4,0,0,1,1,0,1,0.4,0,0,0,0
rg6 cat5e siamese,0.64,0,0,1,1,0,1,0.64,0,0,0,0
rg6 cat5e siamese cable,0.36,0,0,1,2,0,0.5,0.36,0,0,0,0
rg6 cat6,0.4,0,0,2,10,0,0.2,0.2,0,0,0,0
rg6 cat6 combo,0.13,0,0,1,3,0,0.33,0.13,0,0,0,0
rg6 cat6 combo cable,1.9,0,0,6,44,0,0.14,0.32,0,0,0,0
rg6 cat6 siamese cable,0.6,0,0,4,15,0,0.27,0.15,0,0,0,0
rg6 cavle,0.22,0,0,1,2,0,0.5,0.22,0,0,0,0
rg6 coax,0.44,0,0,1,34,0,0.03,0.44,0,0,0,0
rg6 coax,5.02,0,0,16,616,0,0.03,0.31,0,0,0,0
rg6 coax 1000 ft spool price,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 coax bulk,0.75,0,0,2,2,0,1,0.38,0,0,0,0
rg6 coax bulk cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
rg6 coax bulk cable,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
rg6 coax cable,0.97,0,0,2,218,0,0.01,0.48,0,0,0,0
rg6 coax cable,0.5,0,0,1,20,0,0.05,0.5,0,0,0,0
rg6 coax cable,0.01,0,0,1,1,0,1,0.01,0,0,0,0
rg6 coax cable,9.41,0,0,28,2995,0,0.01,0.34,0,0,0,0
rg6 coax cable,39.58,0,0,127,4161,0,0.03,0.31,0,0,0,0
rg6 coax cable 100 copper,0.25,0,0,1,1,0,1,0.25,0,0,0,0
rg6 coax cable 1000,0.47,0,0,1,1,0,1,0.47,0,0,0,0
rg6 coax cable 1000 black,0.21,0,0,1,1,0,1,0.21,0,0,0,0
rg6 coax cable 1000 ft,0.81,0,0,3,34,0,0.09,0.27,0,0,0,0
rg6 coax cable bulk,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
rg6 coax cable bulk,1.32,23.22,1,3,9,17.59,0.33,0.44,0,1.32,0.33,0
rg6 coax cable by the roll,0.02,0,0,1,1,0,1,0.02,0,0,0,0
rg6 coax cable for sale,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 coax cable for sale,0.69,0,0,3,14,0,0.21,0.23,0,0,0,0
rg6 coax cable price,0.85,0,0,2,4,0,0.5,0.42,0,0,0,0
rg6 coax cable reel,0.1,0,0,1,1,0,1,0.1,0,0,0,0
rg6 coax cable roll,0.64,0,0,3,8,0,0.38,0.21,0,0,0,0
rg6 coax cable roll,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
rg6 coax cable solid copper,1.84,0,0,5,13,0,0.38,0.37,0,0,0,0
rg6 coax cable wire,0.38,0,0,1,1,0,1,0.38,0,0,0,0
rg6 coax cable with ground,1.3,0,0,3,19,0,0.16,0.43,0,0,0,0
rg6 coax for sale,0.38,0,0,1,1,0,1,0.38,0,0,0,0
rg6 coax roll,0.87,0,0,2,2,0,1,0.44,0,0,0,0
rg6 coax solid copper,0.46,0,0,1,1,0,1,0.46,0,0,0,0
rg6 coax spool,0.4,0,0,2,9,0,0.22,0.2,0,0,0,0
rg6 coax white cable spool,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 coax with messenger,1.07,0,0,3,2,0,1.5,0.36,0,0,0,0
rg6 coax xable,0.46,0,0,1,1,0,1,0.46,0,0,0,0
rg6 coaxal cable,0.27,0,0,1,2,0,0.5,0.27,0,0,0,0
rg6 coaxial,0.39,0,0,1,1,0,1,0.39,0,0,0,0
rg6 coaxial 95 braid 200 ft,0.16,0,0,1,1,0,1,0.16,0,0,0,0
rg6 coaxial cable,3,0,0,8,202,0,0.04,0.38,0,0,0,0
rg6 coaxial cable,0.83,0,0,2,143,0,0.01,0.42,0,0,0,0
rg6 coaxial cable,11.74,0,0,34,1863,0,0.02,0.35,0,0,0,0
rg6 coaxial cable 1000 ft,0.91,0,0,2,13,0,0.15,0.46,0,0,0,0
rg6 coaxial cable 1000 ft,1.91,0,0,5,27,0,0.19,0.38,0,0,0,0
rg6 coaxial cable 1000 ft black,0.41,0,0,1,1,0,1,0.41,0,0,0,0
rg6 coaxial cable 500 ft,0.44,0,0,1,6,0,0.17,0.44,0,0,0,0
rg6 coaxial cable bulk,0.38,0,0,1,1,0,1,0.38,0,0,0,0
rg6 coaxial cable bulk,1.3,0,0,3,9,0,0.33,0.43,0,0,0,0
rg6 coaxial cable cost,0.27,0,0,1,1,0,1,0.27,0,0,0,0
rg6 coaxial cable direct burial,0.85,0,0,2,6,0,0.33,0.42,0,0,0,0
rg6 coaxial cable solid copper,0.42,0,0,1,3,0,0.33,0.42,0,0,0,0
rg6 coaxial cable spool,0.26,0,0,1,1,0,1,0.26,0,0,0,0
rg6 coaxial cable spool,0.61,0,0,2,10,0,0.2,0.3,0,0,0,0
rg6 coaxial cable spool,1.07,0,0,6,24,0,0.25,0.18,0,0,0,0
rg6 coaxial cable white spool,0.28,0,0,1,2,0,0.5,0.28,0,0,0,0
rg6 coaxial cable with ground,0.46,0,0,2,7,0,0.29,0.23,0,0,0,0
rg6 copper braid,0.5,0,0,1,6,0,0.17,0.5,0,0,0,0
rg6 copper braid,1.6,0,0,5,16,0,0.31,0.32,0,0,0,0
rg6 direct burial coax cable,1.39,0,0,3,7,0,0.43,0.46,0,0,0,0
rg6 direct bury cable,0.26,0,0,1,3,0,0.33,0.26,0,0,0,0
rg6 discounted,0.48,0,0,1,1,0,1,0.48,0,0,0,0
rg6 ethernet,0.4,0,0,2,2,0,1,0.2,0,0,0,0
rg6 ground,0.45,0,0,1,2,0,0.5,0.45,0,0,0,0
rg6 ground coax cable,0.41,0,0,1,2,0,0.5,0.41,0,0,0,0
rg6 hd sdi 500,0.18,0,0,1,1,0,1,0.18,0,0,0,0
rg6 in bulk,0.3,0,0,1,1,0,1,0.3,0,0,0,0
rg6 in bulk,0.11,0,0,1,1,0,1,0.11,0,0,0,0
rg6 messenger cable,0.37,0,0,1,2,0,0.5,0.37,0,0,0,0
rg6 messenger wire cable,0.37,0,0,1,1,0,1,0.37,0,0,0,0
rg6 outdoor direct burial coaxial cable,0.41,0,0,1,2,0,0.5,0.41,0,0,0,0
rg6 price,0.55,0,0,1,1,0,1,0.55,0,0,0,0
rg6 roll,0.5,0,0,1,1,0,1,0.5,0,0,0,0
rg6 siamese cable,0.87,0,0,2,47,0,0.04,0.44,0,0,0,0
rg6 siamese cable,0.46,0,0,1,7,0,0.14,0.46,0,0,0,0
rg6 siamese cctv cable,0.44,0,0,1,4,0,0.25,0.44,0,0,0,0
rg6 siamese cctv cable,0.43,0,0,1,9,0,0.11,0.43,0,0,0,0
rg6 siamese wire,0.46,0,0,1,1,0,1,0.46,0,0,0,0
rg6 solid copper,2.01,0,0,5,39,0,0.13,0.4,0,0,0,0
rg6 solid copper,1.56,0,0,4,28,0,0.14,0.39,0,0,0,0
rg6 solid copper 500,0.24,0,0,1,5,0,0.2,0.24,0,0,0,0
rg6 solid copper 95 braid,0.6,0,0,1,2,0,0.5,0.6,0,0,0,0
rg6 solid copper bulk cable,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
rg6 solid copper bulk cable,0.31,0,0,1,2,0,0.5,0.31,0,0,0,0
rg6 solid copper cable,0.87,0,0,2,4,0,0.5,0.44,0,0,0,0
rg6 solid copper cable,0.29,0,0,1,3,0,0.33,0.29,0,0,0,0
rg6 solid copper cable for sale,0.49,0,0,1,1,0,1,0.49,0,0,0,0
rg6 solid copper coax cable 1000 ft,0.4,0,0,1,2,0,0.5,0.4,0,0,0,0
rg6 solid copper coaxial cable,0.94,0,0,2,13,0,0.15,0.47,0,0,0,0
rg6 solid copper coaxial cable,1.29,0,0,7,42,0,0.17,0.18,0,0,0,0
rg6 solid copper coaxle cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
rg6 spool,1.05,0,0,3,18,0,0.17,0.35,0,0,0,0
rg6 spool,1.23,0,0,6,32,0,0.19,0.2,0,0,0,0
rg6 spool solic copper,0.07,0,0,1,1,0,1,0.07,0,0,0,0
rg6 video cable,0.33,0,0,1,4,0,0.25,0.33,0,0,0,0
rg6 video cable for sale,0.27,0,0,1,1,0,1,0.27,0,0,0,0
rg6 white,0.5,0,0,1,1,0,1,0.5,0,0,0,0
rg6 wire,0.47,0,0,1,2,0,0.5,0.47,0,0,0,0
rg6 wire,0.6,0,0,2,43,0,0.05,0.3,0,0,0,0
rg6 wiring,0.21,0,0,1,1,0,1,0.21,0,0,0,0
rg6 with ground,2,0,0,4,71,0,0.06,0.5,0,0,0,0
rg6 with messenger,1.27,0,0,3,26,0,0.12,0.42,0,0,0,0
rg6 with messenger wire,1.57,0,0,5,10,0,0.5,0.31,0,0,0,0
rg6 with outside ground wire,0.9,0,0,2,1,0,2,0.45,0,0,0,0
rg6qs 1000,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
rg6qs coaxial cable,0.49,0,0,1,6,0,0.17,0.49,0,0,0,0
rj 6 cat5e siamese,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
rj 6 wire bulk,0.43,0,0,1,1,0,1,0.43,0,0,0,0
rj45 cat5e kit,0.5,0,0,1,1,0,1,0.5,0,0,0,0
rj45 connector bulk,0.88,0,0,2,10,0,0.2,0.44,0,0,0,0
rj45 connector for large wire,0.46,0,0,1,1,0,1,0.46,0,0,0,0
rj45 connectors bulk,0.48,0,0,1,6,0,0.17,0.48,0,0,0,0
rj45 spool,0.64,0,0,2,5,0,0.4,0.32,0,0,0,0
rj45 wire,1.33,0,0,3,26,0,0.12,0.44,0,0,0,0
rj59 cable,0.32,0,0,1,14,0,0.07,0.32,0,0,0,0
rj6 bulk cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
rj6 cable,0.72,0,0,2,99,0,0.02,0.36,0,0,0,0
rj6 cable cord,0.47,0,0,1,1,0,1,0.47,0,0,0,0
roll cable wire,0.35,0,0,1,1,0,1,0.35,0,0,0,0
roll cat6 cable,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
roll coax cable,0.29,0,0,4,6,0,0.67,0.07,0,0,0,0
roll coax cable,0.45,0,0,1,2,0,0.5,0.45,0,0,0,0
roll coaxial cable,0.44,0,0,1,1,0,1,0.44,0,0,0,0
roll of 500 ft coax cable,0.35,0,0,1,3,0,0.33,0.35,0,0,0,0
roll of cat 5,0.13,0,0,1,2,0,0.5,0.13,0,0,0,0
roll of cat5 cable,0.3,0,0,1,2,0,0.5,0.3,0,0,0,0
roll of cat5e cable,0.18,0,0,1,2,0,0.5,0.18,0,0,0,0
roll of cat5e cable white,0.12,0,0,1,1,0,1,0.12,0,0,0,0
roll of coax cable,0.87,0,0,3,21,0,0.14,0.29,0,0,0,0
roll of coax cable,0.42,0,0,2,10,0,0.2,0.21,0,0,0,0
roll of coaxial cable,0.37,0,0,1,3,0,0.33,0.37,0,0,0,0
roll of coaxial cable,0.46,0,0,1,10,0,0.1,0.46,0,0,0,0
roll of coaxial cable,0.9,0,0,2,12,0,0.17,0.45,0,0,0,0
roll of coaxial cable,1.36,0,0,6,37,0,0.16,0.23,0,0,0,0
roll of direct tv wire,0.38,0,0,1,1,0,1,0.38,0,0,0,0
roll of ethernet cable,0.25,0,0,1,18,0,0.06,0.25,0,0,0,0
roll of ethernet cavle,0.43,0,0,1,3,0,0.33,0.43,0,0,0,0
roll of rg6,0.16,0,0,1,1,0,1,0.16,0,0,0,0
roll of rg6 cable,0.1,0,0,1,7,0,0.14,0.1,0,0,0,0
roll of rg6 coax cable,0.2,0,0,2,2,0,1,0.1,0,0,0,0
roll of rg6 coaxial cable,0.08,0,0,1,1,0,1,0.08,0,0,0,0
roll rg6,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
roller rg6,0.34,0,0,2,1,0,2,0.17,0,0,0,0
rolls if rg6,0.23,0,0,1,1,0,1,0.23,0,0,0,0
rolls of cat5e cable,0.42,0,0,1,1,0,1,0.42,0,0,0,0
rolls of coax rg6,0.04,0,0,1,1,0,1,0.04,0,0,0,0
rolls of coaxial cable,0.16,0,0,1,2,0,0.5,0.16,0,0,0,0
satellite cable wire,0.44,0,0,1,50,0,0.02,0.44,0,0,0,0
satellite coaxial cable rg6,0.2,0,0,1,1,0,1,0.2,0,0,0,0
screamer bulk xlr cable,0.05,0,0,1,1,0,1,0.05,0,0,0,0
security camera bulk cable,0.34,260.38,1,1,2,765.83,0.5,0.34,0,0.34,1,0
security camera cable,0.13,0,0,1,45,0,0.02,0.13,0,0,0,0
security camera cable that is yellow,0.63,0,0,1,1,0,1,0.63,0,0,0,0
security camera cable types,0.49,0,0,1,1,0,1,0.49,0,0,0,0
security camera rg59,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
servalance camera cable bulk,0.2,0,0,1,1,0,1,0.2,0,0,0,0
sewall rg59 burial,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell 14 awg speaker wire,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell 50ft cat5 cable,0.05,0,0,1,1,0,1,0.05,0,0,0,0
